21,SMAN 1 BANJARSARI,20601867,21,Jl. Gunungkencana KM. 01 Kp. Jalupang Pasar Rt. 01 Rw. 01 Desa Cidahu Kec. Banjarsari Kab. Lebak -,,,36,02,3602060,3602060010,81910991035,smanbanjarsari1@gmail.com,361
22,SMAN 1 BAYAH,20601881,22,JL. RAYA MALINGPING KM. 25 BAYAH,,,36,02,3602030,3602030001,252401122,smanbayah@yahoo.com,361
23,SMAN 1 CIBEBER,20607866,23,Jalan. Warungkadu No.49 Cikotok Pos 42394 Kec.Cibeber,,,36,02,3602040,3602040001,87721846143,itcsman07@gmail.com,361
24,SMAN 1 CIGEMBLONG,20623096,24,jln. Raya Pasarkupa-cimandiri Laut Km. 03 Cigemblong,,,36,02,3602051,3602051007,81511130530,sma_cigemblong@yahoo.co.id,361
25,SMAN 1 CIHARA,69816881,25,Jln. Nasional III Bayah Km 20 Cipunaga 1 RT 03 RW 02,,,36,02,3602021,3602021003,81517710009,sman1chr@yahoo.co.id,361
26,SMAN 1 CIJAKU,20614930,26,Jalan Raya Pasarkupa Km.01 Cijaku 42395,,,36,02,3602050,3602050005,81806672229,sman1cijaku@yahoo.co.id,361
27,SMAN 1 CILOGRANG,20607867,27,JL. Bayah-Cibareno Km. 25 Cilograng,,,36,02,3602031,3602031010,87773380991,admin@sman1cilograng.com,361
28,SMAN 1 GUNUNG KENCANA,20601878,28,Jln. Raya Gunungkencana-Cijaku KM.3 Lebak-Banten 42354,,,36,02,3602080,3602080010,81911198006,c1mot_boy_asik@yahoo.com,361
29,SMAN 1 MALINGPING,20601875,29,Jalan Raya Bayah KM. 04 No. 39 Malingping,,,36,02,3602010,3602010006,252508088,sman1malingping@ymail.com,361
30,SMAN 1 PANGGARANGAN,20607877,30,Jalan Raya Malingping Km. 65 panggarangan kabupaten lebak Banten,,,36,02,3602020,3602020007,85890676398,fasgar.haris86@gmail.com,361
31,SMAN 1 WANASALAM,20607854,31,Jl. Raya Binuangeun Km. 9,,,36,02,3602011,3602011003,87788377556,sman1wanasalam@yahoo.co.id,361
32,SMAN 2 BANJARSARI,20613919,32,JALAN RAYA KUMPAY NO. 28 BANJARSARI-LEBAK,,,36,02,3602060,3602060015,(0253) 5405898,mamatsma2@gmail.com,361
33,SMAN 2 BAYAH,69816866,33,SAWARNA,,,36,02,3602030,3602030003,81911151706,,361
34,SMAN 2 MALINGPING,69945798,34,KP. PAGENGGANG RT01/02 DESA SUMBERWARAS KECAMATAN MALINGPING,,,36,02,3602010,3602010023,87772989536,sman2mlp@gmail.com,361
35,SMAN 3 CIBEBER,69946232,35,BLok Apicita Jalan Pasirkuray Km.15 Tegallumbu Ds.Wanasari Kec. Cibeber Kab.Lebak Kode POS 42394,,,36,02,3602040,3602040019,85691650724,sman3.cibeber.apicita@gmail.com,361
36,SMAN 1 PANDEGLANG,20600451,36,Jl. Raya Serang Km.3,,,36,01,3601191,3601191007,201773,sman1pdg@yahoo.com,362
37,SMAN 13 PANDEGLANG,20600470,37,JL. REGO KM. 45 CIKENTRUNG,,,36,01,3601190,3601190017,85310539433,maniloka13@gmail.com,362
38,SMAN 14 PANDEGLANG,20600469,38,Jalan Maja Cibiuk Km. 07 Banjar-Pandeglang,,,36,01,3601170,3601170005,85714855055,sman14_pandeglang@yahoo.co.id,362
39,SMAN 2 PANDEGLANG,20600468,39,Jl. Pendidikan No. 41 Ciekek karaton,,,36,01,3601181,3601181002,201144,sman2pdg@yahoo.com,362
40,SMAN 6 PANDEGLANG,20600464,40,Jl. Pendidikan No.2 Ciekek,,,36,01,3601181,3601181002,253201131,sman6pandeglang@gmail.com,362
41,SMAN 8 PANDEGLANG,20600462,41,Jl. Raya Mandalawangi km.07Mengger,,,36,01,3601171,3601171005,85711844330,smandepan@yahoo.com,362
42,SMAN 10 PANDEGLANG,20600452,42,JL. RAYA LABUAN KM. 24 DESA PASIREURIH KEC. CISATA KABUPATEN PANDEGLANG,,,36,01,3601101,3601101006,2535405008,sman10pandeglang@gmail.com,362
43,SMAN 11 PANDEGLANG,20600453,43,Jl. Raya Menes – Jiput Km. 3.5 Simpang Tiga Nanggung,,,36,01,3601131,3601131010,2535604043,smansebelaspandeglang@yahoo.co.id,362
44,SMAN 12 PANDEGLANG,20600471,44,Jl. Raya Munjul Km. 1,,,36,01,3601080,3601080002,8561269233,sman.duabelas@yahoo.co.id,362
45,SMAN 15 PANDEGLANG,20600460,45,Jalan Raya Carita Desa Banjarmasin Kecamatan Carita Kabupaten Pandeglang - Banten.,,,36,01,3601121,3601121002,81910808189,Cepirosadi01@gmail.com,362
46,SMAN 16 PANDEGLANG,20600459,46,Jalan Raya Cibaliung Km.02 Sumur,,,36,01,3601010,3601010006,87773350666,sma16pandeglang@gmail.com,362
47,SMAN 17 PANDEGLANG,20600434,47,Jl. Raya Cibaliung Km.02 Kec. Cigeulis Kab. Pandeglang Banten,,,36,01,3601050,3601050003,87886888549,sman17_pdg@yahoo.com,362
48,SMAN 3 PANDEGLANG,20600467,48,Jl. Perintis Kemerdekaan Km. 2 Labuan Pandeglang,,,36,01,3601120,3601120009,0253 5808341,sman3pandeglang@live.com,362
49,SMAN 4 PANDEGLANG,20600466,49,Jl. Raya Labuan Km. 29 Alaswangi - Menes Pandeglang,,,36,01,3601140,3601140003,0253-501077,sman4pandeglang@yahoo.co.id,362
50,SMAN 5 PANDEGLANG,20600465,50,Jalan Alun-alun barat Sukajadi Cibaliung Kode POS 42285,,,36,01,3601030,3601030017,85216654387,sman5pandeglang@yahoo.co.id,362
51,SMAN 7 PANDEGLANG,20600463,51,Jl. Raya Panimbang Km 15 Munjul-Pandeglang 42276,,,36,01,3601070,3601070007,81385700950,smantu_pandeglang96@yahoo.co.id,362
52,SMAN 9 PANDEGLANG,20600461,52,Jl. Raya Perdana KM 05 Teluklada Kec. Sobang,,,36,01,3601061,3601061007,8176716995,sman9pdg@gmail.com,362
53,SMAN 1 KOTA SERANG,20605093,53,JL. A. YANI NO.39 CIMUNCANG KOTA SERANG,,,36,73,3673040,3673040004,0254-200468,smansakotaserang@gmail.com,362
54,SMAN 3 KOTA SERANG,20605094,54,jl raya taktakan km 0.5,,,36,73,3673050,3673050007,85643131018,sman3kotaserang@gmail.com,363
55,SMAN 4 KOTA SERANG,20605106,55,Jl. Raya Banten Km. 5 Kasemen - Kota Serang,,,36,73,3673060,3673060001,0254 207108,sman4kotaserang@yahoo.com,363
56,SMAN 5 KOTA SERANG,20605327,56,Jl. Ayip Usman No.26,,,36,73,3673040,3673040010,254208569,sman_5_kotaserang@yahoo.com,363
57,SMAN 2 KOTA SERANG,20605103,57,JL. RAYA PANDEGLANG KM 5 SERANG,,,36,73,3673030,3673030004,254250788,sman2kotaserang@gmail.com,363
58,SMAN 6 KOTA SERANG,20607979,58,Jl. Raya Petir KM. 04,,,36,73,3673030,3673030005,254216380,sma6kotaserang@gmail.com,363
59,SMAN 7 KOTA SERANG,69734160,59,Jl. Raya Petir Kp. Limpar RT 001/006,,,36,73,3673010,3673010008,87772530232,sman7kotaserangvisioner@gmail.com,363
60,SMAN 8 KOTA SERANG,69758396,60,Jl.Kalodran – Sidapurna Kel Teritih Kec. Walantaka – Kota Serang,,,36,73,3673020,3673020014,2547930793,sman8serang@yahoo.co.id,363
61,SMAN 1 BANDUNG,20613795,61,Jln.Otonom Malabar - Cikande KM 01,,,36,04,3604091,3604091006,81348328098,smanban_serang@yahoo.com,364
62,SMAN 1 BINUANG,20613796,62,Jl. Lanud Gorda-Binuang Km.7,,,36,04,3604261,3604261006,87808850624,sman_binuang@yahoo.co.id,364
63,SMAN 1 CIKANDE,20613970,63,Jl. Otonom Situterate-Bandung Kp. Gedungburung 42186,,,36,04,3604120,3604120002,2548495366,sman1cikande@yahoo.com,364
64,SMAN 1 JAWILAN,20605105,64,JL. PERUM TAMAN SEJAHTERA DESA JAWILAN KEC. JAWILAN,,,36,04,3604100,3604100004,(0254)480351,smanjahebat@gmail.com,364
65,SMAN 1 KOPO,20613788,65,Kp .Pasir Laban,,,36,04,3604110,3604110004,0878-0955-7770,handrianaji24@gmail.com,364
66,SMAN 1 PAMARAYAN,20605100,66,Jl. Jalupang Pamarayan Serang-Banten 42176,,,36,04,3604090,3604090007,87774100224,Joyiceiskandar88@gmail.com,364
67,SMAN 1 CARENANG,20605366,67,Jl. Warung Selikur Km.04,,,36,04,3604260,3604260009,87808584634,smancarenang@gmail.com,364
68,SMAN 1 CIKEUSAL,20605228,68,Jalan Raya Cilayang No. 9 Desa Sukaraja Kecamatan Cikeusal Kabupaten Serang Provinsi Banten,,,36,04,3604080,3604080016,81908020803,smanegeri_1cikeusal@yahoo.co.id,364
69,SMAN 1 CIRUAS,20605104,69,JL. RAYA JAKARTA KM. 95 SERANG,,,36,04,3604240,3604240001,0254 280043,ciruas@smancir1.sch.id,364
70,SMAN 1 KIBIN,20605107,70,Jl. Raya Jakarta - Serang Km. 20 Kibin,,,36,04,3604121,3604121005,0254 - 7950155,sman1kibin@yahoo.com,364
71,SMAN 1 KRAGILAN KJ SMAN 1 CIRUAS,69759246,71,Jl. Sentul Nyapah KM. 03 Kragilan,,,36,04,3604130,3604130003,87808578342,sari.fadli@gmail.com,364
72,SMAN 1 PETIR,20605091,72,JL. RAYA BAROS-PETIR KM.12,,,36,04,3604060,3604060017,81281395658,smantir@gmail.com,364
73,SMAN 1 PONTANG,20605092,73,Jl. Kubang Puji Pontang,,,36,04,3604250,3604250013,818209086,sman1_pontang@yahoo.co.id,364
74,SMAN 1 TIRTAYASA,20605095,74,Jln. Sultan Agung Tirtayasa Kec. Tirtayasa Kab. Serang,,,36,04,3604270,3604270011,87809678427,smantirta@ymail.com,364
75,SMAN 1 BAROS,20605097,75,JL. RAYA SERANG PANDEGLANG KM.14,,,36,04,3604050,3604050004,(0254) 251 365,SANGMAESTROBANTEN@GMAIL.COM,364
76,SMAN 1 CIOMAS,20605102,76,Jl. Raya Pasar Ciomas kode pos 42164,,,36,04,3604030,3604030008,(0254) 250672,sman_ciomas@yahoo.com,364
77,SMAN 1 GUNUNG SARI,20613794,77,Kp. Sempur,,,36,04,3604041,3604041002,81911182721,sma.gunungsari@yahoo.co.id,364
78,SMAN 1 PABUARAN,20605110,78,PASANGGRAHAN,,,36,04,3604040,3604040003,254250105,smanpabuaran@yahoo.com,364
79,SMAN 1 PADARINCANG,20605101,79,Jl. Palka km 30 citasuk padarincang serang Banten,,,36,04,3604020,3604020007,82112179177,smanpadarincang@gmail.com,364
80,SMAN 1 ANYER,20605353,80,Jl. Raya Anyer Sirih Km.127.000 Desa Cikoneng Kecamatan Anyer Kabupaten Serang Provinsi Banten.,,,36,04,3604200,3604200007,0254-601243,ictsman1anyer@gmail.com,364
81,SMAN 1 BOJONEGARA,20605354,81,Jl. KH.Bakrie No.2 Kp. Gedong,,,36,04,3604210,3604210006,2545751337,smanbojo@yahoo.com,364
82,SMAN 1 CINANGKA,20605090,82,Jl. Raya Karang Bolong Ciparay Sindanglaya Cinangka,,,36,04,3604010,3604010012,(0254) 651451,surat@sman1cinangka.sch.id,364
83,SMAN 1 KRAMAT WATU,20605108,83,Jl. Pancoran No. 1,,,36,04,3604220,3604220002,230860,smansakramatwatu@yahoo.com,364
84,SMAN 1 MANCAK,20605109,84,JL. RAYA MANCAK - ANYER KM.1,,,36,04,3604190,3604190010,81977971814,sma.mancak@gmail.com,364
85,SMAN 1 PULOAMPEL,20622300,85,kp.sumuranja sebrang RT 01 RW 01 Desa Sumuranja,,,36,04,3604211,3604211004,85939508921,smansatupuloampel@gmail.com,364
86,SMAN 1 WARINGINKURUNG,20605096,86,Komplek Taman Krakatau Blok B8 Waringinkurung,,,36,04,3604180,3604180010,254376643,sman1waringinkurung@gmail.com,364
87,SMAN 1 CILEGON,20606289,87,Jl. KH. Tb. Ismail Kavling Blok F,,,36,72,3672030,3672030004,0254-391188,sekolahnegericilegon@yahoo.co.id,365
88,SMAN 3 CILEGON,20606270,88,JL. LEBAKAYANG,,,36,72,3672040,3672040001,-,smantigacilegon@yahoo.co.id,365
89,SMAN 2 KRAKATAU STEEL CILEGON,20606271,89,Jalan Semangraya No. 1 Kompleks KS,,,36,72,3672021,3672021003,0254-384813,info@sman2ksclg.sch.id,365
90,SMAN 4 CILEGON,20613531,90,Jl. Ki Kahal Link. Pringori Kel. Suralaya Kec. Pulomerak Kota Cilegon 42439,,,36,72,3672020,3672020014,(0254) 576077,smanegeri4cilegon@yahoo.com,365
91,SMAN 5 CILEGON,20606269,91,LINK. DUKUH,,,36,72,3672010,3672010005,885716484663,tusman5clg@gmail.com,365
92,SMAN 17 KABUPATEN TANGERANG,20613528,92,Perum Legok Indah,,,36,03,3603060,3603060006,021-55681359,sman17kabtang@gmail.com,366
93,SMAN 22 KABUPATEN TANGERANG,20613519,93,Perumahan bumi puspiptek asri sektor 1,,,36,03,3603070,3603070006,(021) 29008449,sman22tangerang@yahoo.com,366
94,SMAN 23 KABUPATEN TANGERANG,20613785,94,Jl. Pendidikan Kecamatan Kelapa Dua Kelurahan Kelapa Dua Kabupaten Tangerang,,,36,03,3603051,3603051004,021 5473929,smankd@gmail.com,366
95,SMAN 28 KABUPATEN TANGERANG,20613771,95,Jalan Raya Cisauk - LAPAN,,,36,03,3603081,3603081004,021-7562197,sman28cisauk@gmail.com,366
96,SMAN 15 KABUPATEN TANGERANG,20613603,96,Jl. Raya Korelet Ds. Ranca Kalapa Kec. Panongan,,,36,03,3603040,3603040003,2150120657,sman15kab.tangerang@gmail.com,366
97,SMAN 3 KABUPATEN TANGERANG,20603361,97,Jl Raya Curug Km.2 Ds.Kadu Jaya Kec. Curug,,,36,03,3603050,3603050005,021-5980133,sman3kabtangerang@yahoo.co.id,366
98,SMAN 4 KABUPATEN TANGERANG,20603358,98,Jalan Hamid Achari No.18 Cikupa Tangerang 15710,,,36,03,3603030,3603030004,215960176,Sman4kabtangerang@yahoo.com,366
99,SMAN 14 KABUPATEN TANGERANG,20613543,99,Jl Raya Daon Perum Sukatani Kec Rajeg Tangerang,,,36,03,3603170,3603170004,2159351426,sman14kabtangerang@yahoo.co.id,366
100,SMAN 13 KABUPATEN TANGERANG,20603384,100,Jl. Pasarkemis-Rajeg Km. 03 Ds. Sindangpanon Kec. Sindangjaya,,,36,03,3603121,3603121003,021-29447693,sman13kabtgr@gmail.com,366
101,SMAN 24 KABUPATEN TANGERANG,20613464,101,JL Arwana Raya Pondok Permai Kuta Baru Kec. Pasarkemis - Tangerang Banten 15560,,,36,03,3603120,3603120009,5908096,sman.duaempat@gmail.com,366
102,SMAN 10 KABUPATEN TANGERANG,20603362,102,JL. RAYA DARU,,,36,03,3603021,3603021007,81210782031,sman10kab.tangerang@gmail.com,366
103,SMAN 18 KABUPATEN TANGERANG,20614413,103,Jl. Raya Pemda Desa Matagara,,,36,03,3603020,3603020015,215993872,sman18kabtangerang@rocketmail.com,366
104,SMAN 27 KABUPATEN TANGERANG,20613471,104,Jl. Raya Cisoka - Taman Adiyasa No. 16,,,36,03,3603011,3603011004,89619486967,sman27kab_tangerang@yahoo.com,366
105,SMAN 6 KABUPATEN TANGERANG,20603269,105,Jl. ARIA JAYA SENTIKA No.52 TIGARAKSA-TANGERANG,,,36,03,3603020,3603020020,215990276,sman6kabtangerang@yahoo.co.id,366
106,SMAN 8 KABUPATEN TANGERANG,20603360,106,Jl Siliwangi No. 30 Cisoka-Tangerang,,,36,03,3603010,3603010009,85719905824,sma8kabtangerang@gmail.com,366
107,SMAN 1 KABUPATEN TANGERANG,20613470,107,Jl. Raya Serang Km. 235 Balaraja - Talagasari 15610,,,36,03,3603130,3603130005,021 5950024,sman1kabtangerang@yahoo.co.id,366
108,SMAN 16 KABUPATEN TANGERANG,20603363,108,JL. GANDASARI NO. 14 DS. JAYANTI KEC. JAYANTI KAB. TANGERANG,,,36,03,3603131,3603131001,85313840246,smanenambelaskabupatentangerang@yahoo.com,366
109,SMAN 19 KABUPATEN TANGERANG,20613465,109,Jl.Raya Kresek Km.15 Saga Balaraja,,,36,03,3603130,3603130015,2159431302,sman19_tng@yahoo.co.id,366
110,SMAN 29 KABUPATEN TANGERANG,20613561,110,Kedung,,,36,03,3603141,3603141007,85881836694,sman29kab.tangerang@gmail.com,366
111,SMAN 7 KABUPATEN TANGERANG,20603365,111,Jl. Raya Kresek KM. 09 Desa Patrasana Kecamatan Kresek Kab. Tangerang Banten 15620,,,36,03,3603140,3603140003,(021) 59381957,sman7kabtangerang@yahoo.com,366
112,SMAN 9 KABUPATEN TANGERANG,20603366,112,Jalan Pasar Baru No. 1,,,36,03,3603150,3603150017,2159390559,smanegeri9@gmail.com,366
113,SMAN 11 KABUPATEN TANGERANG,20603251,113,Jl. KH. Hasyim Ashari Km. 1 Sepatan 15520,,,36,03,3603180,3603180008,2159371391,sman11kab.tangerang@yahoo.co.id,366
114,SMAN 2 KABUPATEN TANGERANG,20603367,114,JL. PENDIDIKAN NO. 5,,,36,03,3603160,3603160021,2159330236,smandua_kabupatentangerang@yahoo.com,366
115,SMAN 21 KABUPATEN TANGERANG,20613544,115,Jl.Cirarab No.05 Kec.Sukadiri 15530,,,36,03,3603162,3603162006,81318394622,sman21kabtgr@gmail.com,366
116,SMAN 26 KABUPATEN TANGERANG,20614057,116,Jl. Raya Kec. Kemiri Kab. Tangerang Kode Pos 15530,,,36,03,3603161,3603161003,85710913172,sman26kemiri@yahoo.com,366
117,SMAN 12 KABUPATEN TANGERANG,20603268,117,Jl. KH. Mushonif Desa Kampung Besar Ke. Teluknaga,,,36,03,3603200,3603200003,85717171734,infosman12@gmail.com,366
118,SMAN 20 KABUPATEN TANGERANG,20613548,118,JL. PAKUHAJI KEC. PAKUHAJI KAB. TANGERANG,,,36,03,3603190,3603190006,85289714573,sman20kab.tangerang@gmail.com,366
119,SMAN 25 KABUPATEN TANGERANG,20613833,119,JL. GATOT SUBROTO PERUM PURI ANGKASA 1 RT. 003/003,,,36,03,3603181,3603181002,2129408995,sman25kab.tangerang@groupmail.com,366
120,SMAN 5 KABUPATEN TANGERANG,20603364,120,JL Raya Salembaran No 29,,,36,03,3603210,3603210010,021 55932103,sman5kabtgr@yahoo.com,366
121,SMAN 11 TANGERANG,20606851,121,Jl. Gatot Subroto KM. 68 Jatake Jatiuwung Kota Tangerang,,,36,71,3671040,3671040002,215915543,sman11kotatangerang@gmail.com,367
122,SMAN 15 TANGERANG,20607924,122,VILLA TANGERANG REGENCYPERIUK,,,36,71,3671042,3671042004,5513466,sman15tng@gmail.com,367
123,SMAN 5 TANGERANG,20606831,123,Jl. Ciujung Raya No. 3 Perumnas 1,,,36,71,3671031,3671031001,021 5520357,,367
124,SMAN 8 TANGERANG,20606814,124,JL.BESI RAYA PERUMNAS II TANGERANG,,,36,71,3671041,3671041003,021-55657434,sman8tangerang@yahoo.co.id,367
125,SMAN 4 TANGERANG,20606846,125,Jl. Padasuka 1 Pabuaran Tumpeng Karawaci Tangerang,,,36,71,3671031,3671031015,215530654,sman4tangerangkota@gmail.com,367
126,SMAN 1 TANGERANG,20606853,126,JALAN DAAN MOGOT NO.50 KOTA TANGERANG,,,36,71,3671030,3671030018,215523161,sgani2013@gmail.com,367
127,SMAN 10 TANGERANG,20606852,127,Jl. KH. Hasyim Ashari Kp. Sasak,,,36,71,3671020,3671020012,215549370,ops10.dapodik@gmail.com,367
128,SMAN 14 TANGERANG,20607501,128,Jl. Pembangunan I Darussalam 2 No. 74,,,36,71,3671050,3671050007,215531735,uptd_sman14@yahoo.co.id,367
129,SMAN 2 TANGERANG,20606848,129,TMP TARUNA KOTA TANGERANG,,,36,71,3671030,3671030017,215524912,sman2tng@gmail.com,367
130,SMAN 7 TANGERANG,20606829,130,Jl .Perintis Kemerdekaan 1 No 2 Cikokol Babakan Kota Tangerang,,,36,71,3671030,3671030006,215531642,didisjuta@gmail.com,367
131,SMAN 6 TANGERANG,20606830,131,Jl. Nyimas Melati No. 2 Karanganyar Neglasari Kota Tangerang Banten 15121,,,36,71,3671051,3671051001,215587229,dkrahadian@gmail.com,367
132,SMAN 12 TANGERANG,20606850,132,Jalan HOS Cokroaminoto Puri Beta 2 Larangan Utara,,,36,71,3671011,3671011008,2173458340,dubesta@yahoo.com,367
133,SMAN 13 TANGERANG,20606849,133,Komplek Griya Kencana 2,,,36,71,3671010,3671010014,2173458276,sma13tangerang@gmail.com,367
134,SMAN 9 TANGERANG,20606813,134,JL. H. JALI NO. 9,,,36,71,3671021,3671021009,8111345041,sman9tangerangkota@gmail.com,367
135,SMAN 3 TANGERANG,20606847,135,Jl. Kh. Hasyim Ashari No.06,,,36,71,3671012,3671012003,021-7305758,sman3tgr@yahoo.com,367
136,SMAN 1 KOTA TANGERANG SELATAN,20603359,136,Jl. Pendidikan No.49,,,36,74,3674040,3674040006,021 7401602,smansatutangsel@yahoo.com,368
137,SMAN 10 KOTA TANGERANG SELATAN,20613553,137,Jl. Raya Tegal Rotan Sektor 9 Bintaro Kel. Sawah Baru Kota Tangerang Selatan 15413,,,36,74,3674040,3674040003,021-74862423,sman.10kotatangsel@gmail.com,368
138,SMAN 11 KOTA TANGERANG SELATAN,20613563,138,Jl. Sumatera I Rawalele Kel. Jombang Kec. Ciputat Kota Tangerang Selatan,,,36,74,3674040,3674040002,2174863119,sman11kotatangsel@gmail.com,368
139,SMAN 4 KOTA TANGERANG SELATAN,20603270,139,Jl. WR. Supratman Komp. PERTAMINA,,,36,74,3674050,3674050006,217423962,,368
140,SMAN 5 KOTA TANGERANG SELATAN,20603312,140,Perum Puri Bintaro Hijau Blok F IV POndok Aren Tangerang Selatan,,,36,74,3674060,3674060007,73461414,sman5kotatangsel@gmail.com,368
141,SMAN 8 KOTA TANGERANG SELATAN,20613552,141,jl.Cireundeu Raya No.5,,,36,74,3674050,3674050002,021-7445375,sman8tangsel@gmail.com,368
142,SMAN 9 KOTA TANGERANG SELATAN,20613518,142,Jl. Hidup Baru No. 31 Serua Raya Ciputat 15414 Kota Tangerang Selatan,,,36,74,3674040,3674040006,87887180001,ismunadi210675@gmail.com,368
143,SMAN 12 KOTA TANGERANG SELATAN,69756084,143,Jl. Cilenggang 1,,,36,74,3674020,3674020018,2153161212,sman12tangsel@yahoo.co.id,368
144,SMAN 2 KOTA TANGERANG SELATAN,20613477,144,Jl. Raya Serpong Puspiptek,,,36,74,3674010,3674010002,021 - 7560956,info@sma2tangsel.sch.id,368
145,SMAN 3 KOTA TANGERANG SELATAN,20603368,145,Jl. Benda Timur XI Komplek Pamulang Permai 2,,,36,74,3674030,3674030008,021 74633772,info@sman3tangsel.sch.id,368
146,SMAN 6 KOTA TANGERANG SELATAN,20613768,146,KOMPLEK PAMULANG PERMAI 1,,,36,74,3674030,3674030002,217417023,info@sman6tangerangselatan.sch.id,368
147,SMAN 7 KOTA TANGERANG SELATAN,20603267,147,Villa Melati Mas Blok J No. 101,,,36,74,3674070,3674070003,021 5388818,romi_sman1serpong@yahoo.com,368
